iter	RMSE
1662	7871.060589
1663	7869.474882
1664	7864.615143
1665	7858.026141
1666	7857.915068
1667	7852.429167
1668	7851.922688
1669	7851.502722
1670	7848.328684
1671	7847.163334
1672	7843.118631
1673	7834.780778
1674	7830.522342
1675	7824.540044
1676	7815.348887
1677	7808.965608
1678	7802.644943
1679	7800.45603
1680	7797.728176
1681	7795.102107
1682	7792.276547
1683	7789.742888
1684	7787.514394
1685	7782.124489
1686	7781.79022
1687	7779.39689
1688	7773.8084
1689	7773.24451
1690	7770.573143
1691	7762.510706
1692	7758.134198
1693	7754.540992
1694	7750.315757
1695	7744.033766
1696	7741.434678
1697	7738.686727
1698	7728.553493
1699	7724.900277
1700	7719.783713
1701	7717.205219
1702	7713.925848
1703	7713.834395
1704	7708.003413
1705	7705.410162
1706	7700.446866
1707	7698.546478
1708	7696.026769
1709	7690.05488
1710	7684.980525
1711	7684.345958
1712	7680.59708
1713	7680.422596
1714	7677.178196
1715	7673.468303
1716	7664.911488
1717	7660.910816
1718	7660.671232
1719	7660.579344
1720	7658.422662
1721	7658.262812
1722	7656.101651
1723	7647.135736
1724	7643.459873
1725	7638.811474
1726	7633.707961
1727	7629.069571
1728	7628.94669
1729	7627.677194
1730	7623.27169
1731	7621.099284
1732	7612.872492
1733	7611.775758
1734	7606.105652
1735	7605.570054
1736	7602.05888
1737	7596.967452
1738	7595.184237
1739	7594.757569
1740	7590.351325
1741	7588.190511
1742	7588.133272
1743	7581.752134
1744	7579.616127
1745	7576.54546
1746	7568.381777
1747	7564.828401
1748	7563.387615
1749	7558.392145
1750	7556.311133
1751	7553.982154
1752	7551.232645
1753	7547.39764
1754	7547.346757
1755	7541.860795
1756	7537.067388
1757	7531.532864
1758	7523.819074
1759	7518.93662
1760	7516.078586
1761	7514.780426
1762	7512.59363
1763	7507.931779
1764	7502.011379
1765	7498.200537
1766	7497.719159
1767	7494.866007
1768	7492.738132
1769	7488.512897
1770	7488.421617
1771	7479.336402
1772	7475.977141
1773	7471.393932
1774	7467.972912
1775	7464.620241
1776	7464.566602
1777	7461.046196
1778	7460.254246
1779	7457.013058
1780	7452.607574
1781	7452.587726
1782	7449.575308
1783	7448.224565
1784	7441.297861
1785	7441.118129
1786	7437.617517
1787	7434.353466
1788	7429.091571
1789	7419.999181
1790	7413.127632
1791	7405.595867
1792	7401.41832
1793	7398.030093
1794	7397.65933
1795	7394.71543
1796	7390.06972
1797	7387.080641
1798	7384.536513
1799	7379.33303
1800	7378.414581
1801	7374.972971
1802	7371.521044
1803	7370.085337
1804	7362.913501
1805	7354.763748
1806	7354.701242
1807	7353.727686
1808	7350.233401
1809	7348.400989
1810	7344.67325
1811	7342.480679
1812	7340.431375
1813	7339.402705
1814	7336.438858
1815	7335.486432
1816	7333.13105
1817	7323.949987
1818	7321.988319
1819	7314.663073
1820	7314.202514
1821	7311.761461
1822	7311.235531
1823	7307.002507
1824	7304.608333
1825	7299.002947
1826	7296.068956
1827	7295.067714
1828	7293.222111
1829	7288.182334
1830	7283.196487
1831	7275.178781
1832	7272.369143
1833	7268.134551
1834	7266.752881
1835	7266.513396
1836	7260.397909
1837	7256.593205
1838	7249.49614
1839	7247.0575
1840	7240.459931
1841	7237.915228
1842	7234.728038
1843	7227.942907
1844	7225.31369
1845	7224.164962
1846	7219.898055
1847	7218.310463
1848	7208.094607
1849	7202.482188
1850	7196.467794
1851	7190.863618
1852	7188.833685
1853	7185.864302
1854	7178.824386
1855	7176.588899
1856	7173.876516
1857	7172.052463
1858	7171.785814
1859	7169.147221
1860	7163.789802
1861	7156.61848
1862	7153.769043
1863	7153.343656
1864	7150.229146
1865	7148.78124
1866	7145.995012
1867	7144.053335
1868	7139.962755
1869	7137.732717
1870	7137.632605
1871	7133.63604
1872	7130.70078
1873	7130.459923
1874	7130.240496
1875	7130.054666
1876	7127.751517
1877	7125.656969
1878	7120.951258
1879	7119.723387
1880	7116.584678
1881	7116.282296
1882	7110.885563
1883	7107.305574
1884	7107.058449
1885	7106.910324
1886	7101.87523
1887	7101.674936
1888	7101.55864
1889	7095.997922
1890	7092.639157
1891	7090.448192
1892	7087.016034
1893	7083.576805
1894	7077.286638
1895	7077.191966
1896	7073.006466
1897	7067.674477
1898	7066.945408
1899	7063.256443
1900	7055.894053
1901	7051.459031
1902	7049.955737
1903	7047.22798
1904	7042.505742
1905	7042.195859
1906	7042.016852
1907	7041.919769
1908	7041.576919
1909	7037.548147
1910	7036.224098
1911	7036.100248
1912	7033.526257
1913	7028.266166
1914	7025.906921
1915	7021.171763
1916	7020.380126
1917	7014.856307
1918	7014.624382
1919	7014.530262
1920	7012.845076
1921	7012.753166
1922	7010.569477
1923	7009.666032
1924	7009.511324
1925	7006.020346
1926	7005.017881
1927	7004.881815
1928	7001.788408
1929	7001.530634
1930	6997.58788
1931	6993.733034
1932	6990.749101
1933	6988.605893
1934	6988.576434
1935	6984.16132
1936	6980.783846
1937	6977.480337
1938	6977.403482
1939	6974.259019
1940	6970.954647
1941	6968.703152
1942	6962.240536
1943	6959.737557
1944	6956.92265
1945	6953.864251
1946	6951.39006
1947	6949.86241
1948	6949.75366
1949	6947.438866
1950	6945.983515
1951	6941.626602
1952	6941.489806
1953	6935.421924
1954	6933.033544
1955	6929.538103
1956	6926.015992
1957	6921.518745
1958	6917.252006
1959	6914.327679
1960	6911.159447
1961	6909.818988
1962	6903.794008
1963	6899.824565
1964	6898.09353
1965	6895.032529
1966	6893.166091
1967	6889.390496
1968	6888.022856
1969	6884.875
1970	6884.185607
1971	6882.647923
1972	6878.022639
1973	6875.736021
1974	6872.66114
1975	6871.114639
1976	6864.880723
1977	6861.11219
1978	6858.361828
1979	6855.341929
1980	6852.644463
1981	6852.567424
1982	6849.679481
1983	6849.032451
1984	6844.88294
1985	6838.305873
1986	6834.682102
1987	6832.910116
1988	6831.6401
1989	6828.58502
1990	6823.386234
1991	6818.653407
1992	6813.899832
1993	6809.993849
1994	6804.391647
1995	6803.75297
1996	6799.804063
1997	6796.252966
1998	6796.173438
1999	6796.064388
2000	6795.768214
2001	6795.345113
2002	6795.054351
2003	6788.43838
2004	6785.44778
2005	6782.788219
2006	6779.608197
2007	6776.696626
2008	6772.771605
2009	6768.309213
2010	6766.683653
2011	6762.226489
2012	6760.95869
2013	6755.502382
2014	6751.152219
2015	6747.536494
2016	6746.088957
2017	6744.312788
2018	6738.19367
2019	6736.712535
2020	6730.614663
2021	6726.634899
2022	6724.983087
2023	6717.0159
2024	6714.256383
2025	6714.084279
2026	6713.694361
2027	6710.161234
2028	6706.211605
2029	6704.094322
2030	6702.817135
2031	6694.326286
2032	6690.519941
2033	6688.62483
2034	6684.065785
2035	6681.469595
2036	6677.126583
2037	6674.605112
2038	6672.02228
2039	6667.500691
2040	6661.611608
2041	6652.367137
2042	6650.124181
2043	6645.887161
2044	6643.295578
2045	6641.122843
2046	6637.1222
2047	6634.137161
2048	6634.030145
2049	6631.801814
2050	6631.349072
2051	6626.776112
2052	6623.046396
2053	6620.80001
2054	6618.363588
2055	6618.144102
2056	6616.521882
2057	6610.060018
2058	6605.969519
2059	6604.138168
2060	6598.594765
2061	6589.79299
2062	6589.575373
2063	6584.77789
2064	6583.087339
2065	6577.786664
2066	6574.583094
2067	6569.724613
2068	6568.052698
2069	6565.73826
2070	6562.374423
2071	6560.956898
2072	6558.512564
2073	6555.688279
2074	6555.247031
2075	6555.16064
2076	6552.920377
2077	6551.504324
2078	6545.805127
2079	6541.582083
2080	6540.84116
2081	6536.730664
2082	6534.398451
2083	6530.427571
2084	6528.437264
2085	6525.030152
2086	6524.781484
2087	6519.305569
2088	6513.626937
2089	6512.365415
2090	6510.928249
2091	6509.761469
2092	6504.158563
2093	6503.124824
2094	6503.064722
2095	6500.047228
2096	6493.555398
2097	6487.403696
2098	6487.302633
2099	6486.952865
2100	6482.28438
2101	6480.402005
2102	6477.075628
2103	6476.2906
2104	6472.197716
2105	6469.573222
2106	6463.482894
2107	6459.028096
2108	6453.738256
2109	6451.471757
2110	6450.383134
2111	6450.077206
2112	6449.826932
2113	6445.353344
2114	6443.29852
2115	6440.75236
2116	6440.338456
2117	6437.530896
2118	6433.842316
2119	6428.252014
2120	6424.944733
2121	6424.652533
2122	6420.979355
2123	6419.357956
2124	6417.056017
2125	6410.967007
2126	6404.659356
2127	6401.437936
2128	6397.771511
2129	6397.665668
2130	6397.405152
2131	6395.931023
2132	6393.390489
2133	6385.255444
2134	6384.92729
2135	6377.453866
2136	6370.317385
2137	6367.777024
2138	6366.190132
2139	6361.46017
2140	6358.749599
2141	6357.066653
2142	6355.685112
2143	6352.738664
2144	6349.337236
2145	6347.499132
2146	6347.216687
2147	6342.977171
2148	6336.615399
2149	6329.720994
2150	6329.095996
2151	6329.054698
2152	6326.623008
2153	6326.566445
2154	6326.492511
2155	6320.946122
2156	6317.15616
2157	6314.163768
2158	6311.416963
2159	6309.06278
2160	6305.588907
2161	6301.799594
2162	6300.36575
2163	6297.152098
2164	6294.688637
2165	6289.986801
2166	6287.091234
2167	6284.956113
2168	6283.17526
2169	6280.534501
2170	6276.3151
2171	6273.658443
2172	6267.728605
2173	6266.486105
2174	6266.415105
2175	6266.07654
2176	6261.940031
2177	6258.406476
2178	6257.12409
2179	6254.144076
2180	6252.53696
2181	6246.652185
2182	6246.349434
2183	6244.955192
2184	6241.864884
2185	6240.208267
2186	6239.698807
2187	6236.832138
2188	6233.262586
2189	6232.157041
2190	6229.788938
2191	6222.561289
2192	6216.838097
2193	6214.529099
2194	6212.6573
2195	6210.629663
2196	6207.685542
2197	6205.552464
2198	6203.355421
2199	6200.737371
2200	6198.435982
2201	6196.268109
2202	6193.733969
2203	6191.941894
2204	6184.792425
2205	6184.37134
2206	6181.656589
2207	6178.717548
2208	6173.156665
2209	6172.973743
2210	6169.608321
2211	6166.05989
2212	6165.244792
2213	6164.381118
2214	6162.423999
2215	6158.204662
2216	6158.012729
2217	6156.584761
2218	6152.140679
2219	6149.364799
2220	6146.08805
2221	6145.887704
2222	6143.734658
2223	6143.624522
2224	6143.007455
2225	6139.564862
2226	6136.557901
2227	6131.246331
2228	6129.792012
2229	6128.076957
2230	6125.081444
2231	6124.431959
2232	6122.243543
2233	6118.487814
2234	6114.38349
2235	6112.818693
2236	6109.87909
2237	6105.273696
2238	6100.05131
2239	6095.632245
2240	6092.329693
2241	6086.76509
2242	6084.549227
2243	6081.784812
2244	6076.908087
2245	6072.774673
2246	6072.658161
2247	6069.729223
2248	6064.618481
2249	6063.703475
2250	6061.268993
2251	6061.011355
2252	6057.108849
2253	6056.251521
2254	6051.820253
2255	6049.706452
2256	6047.729858
2257	6047.548902
2258	6044.388016
2259	6042.424539
2260	6036.856249
2261	6033.360069
2262	6031.039869
2263	6027.263933
2264	6026.567293
2265	6024.217432
2266	6020.675607
2267	6015.770657
2268	6009.787425
2269	6006.59897
2270	6006.17635
2271	6002.745378
2272	5999.968088
2273	5998.877366
2274	5996.356367
2275	5995.894316
2276	5994.698861
2277	5992.510336
2278	5988.450456
2279	5985.117707
2280	5979.247287
2281	5976.397877
2282	5976.312801
2283	5972.752849
2284	5972.630231
2285	5970.202649
2286	5967.75025
2287	5966.254218
2288	5965.274667
2289	5962.412466
2290	5958.50278
2291	5955.88656
2292	5954.987989
2293	5954.890583
2294	5953.130297
2295	5952.869361
2296	5950.202956
2297	5947.154705
2298	5946.061586
2299	5944.904289
2300	5941.138089
2301	5940.288317
2302	5935.693148
2303	5935.599048
2304	5935.035094
2305	5934.615941
2306	5931.689571
2307	5929.600429
2308	5927.533656
2309	5926.014136
2310	5922.763554
2311	5920.021591
2312	5917.838474
2313	5916.931879
2314	5916.499173
2315	5914.532621
2316	5910.806009
2317	5907.506902
2318	5906.372081
2319	5903.801614
2320	5903.727104
2321	5902.807149
2322	5901.145738
2323	5901.1009
2324	5900.134578
2325	5896.777613
2326	5892.922529
2327	5888.7469
2328	5886.78756
2329	5884.991044
2330	5883.745311
2331	5882.167108
2332	5879.198748
2333	5873.549592
2334	5872.304176
2335	5870.302556
2336	5867.629337
2337	5865.143752
2338	5861.63405
2339	5861.460399
2340	5857.71943
2341	5857.118529
2342	5855.292323
2343	5847.938689
2344	5846.118977
2345	5845.180532
2346	5843.35033
2347	5839.461081
2348	5837.066847
2349	5831.0638
2350	5828.060895
2351	5826.256445
2352	5823.50372
2353	5818.705135
2354	5818.638753
2355	5816.949277
2356	5814.397799
2357	5811.435622
2358	5810.960594
2359	5807.969643
2360	5807.176222
2361	5804.860733
2362	5801.636033
2363	5797.668487
2364	5796.289134
2365	5792.645086
2366	5790.094769
2367	5788.666787
2368	5785.17972
2369	5783.004964
2370	5781.341175
2371	5780.682153
2372	5778.772787
2373	5778.054105
2374	5777.405292
2375	5776.325767
2376	5775.715519
2377	5772.688011
2378	5770.864591
2379	5768.589785
2380	5766.391827
2381	5761.941142
2382	5760.14339
2383	5758.497858
2384	5755.966184
2385	5753.016254
2386	5752.915941
2387	5748.688689
2388	5746.493883
2389	5746.229916
2390	5745.2637
2391	5742.543084
2392	5742.409454
2393	5742.269251
2394	5741.063666
2395	5738.817043
2396	5736.318033
2397	5731.384185
2398	5730.831837
2399	5728.722507
2400	5727.309087
2401	5727.032978
2402	5725.377766
2403	5723.816823
2404	5715.650533
2405	5711.369519
2406	5707.859453
2407	5704.219962
2408	5704.153552
2409	5702.370582
2410	5699.496159
2411	5699.324011
2412	5697.035099
2413	5694.600344
2414	5692.510688
2415	5691.917135
2416	5686.908846
2417	5686.819474
2418	5686.695992
2419	5682.470509
2420	5681.020155
2421	5677.251137
2422	5676.056909
2423	5675.872656
2424	5674.553556
2425	5674.426692
2426	5672.993063
2427	5665.815993
2428	5663.809443
2429	5662.262251
2430	5659.892098
2431	5656.351092
2432	5656.088545
2433	5652.485885
2434	5650.454202
2435	5649.330183
2436	5645.286305
2437	5640.97309
2438	5637.664318
2439	5634.993115
2440	5634.848415
2441	5633.105089
2442	5632.937758
2443	5631.135004
2444	5629.145125
2445	5628.85332
2446	5627.495831
2447	5625.645301
2448	5622.437168
2449	5621.477563
2450	5618.414008
2451	5614.676012
2452	5612.282474
2453	5607.967206
2454	5605.871632
2455	5605.75621
2456	5604.478208
2457	5604.287365
2458	5602.077531
2459	5599.264863
2460	5596.078919
2461	5595.591447
2462	5594.085601
2463	5593.545259
2464	5588.08307
2465	5585.172174
2466	5583.048147
2467	5582.000342
2468	5578.82566
2469	5576.795828
2470	5572.080824
2471	5570.209504
2472	5566.688942
2473	5565.910898
2474	5564.127571
2475	5561.075893
2476	5560.969807
2477	5558.644267
2478	5552.471919
2479	5545.269801
2480	5542.357055
2481	5540.946201
2482	5540.832157
2483	5537.18369
2484	5535.75793
2485	5532.108116
2486	5527.91028
2487	5527.549625
2488	5527.159954
2489	5526.426396
2490	5523.828296
2491	5521.399416
2492	5519.943308
2493	5517.992452
2494	5516.181483
2495	5513.414352
2496	5511.647832
2497	5510.467629
2498	5508.615955
2499	5505.304754
2500	5503.828033
2501	5498.353242
2502	5494.890955
2503	5491.930506
2504	5491.58056
2505	5490.702071
2506	5487.558275
2507	5483.564156
2508	5482.819662
2509	5480.738383
2510	5479.994191
2511	5477.595339
2512	5476.199208
2513	5473.947899
2514	5472.495232
2515	5472.364009
2516	5470.041305
2517	5463.58531
2518	5462.212435
2519	5460.314387
2520	5459.948478
2521	5459.092115
2522	5459.034204
2523	5458.013934
2524	5454.976175
2525	5453.171324
2526	5450.380931
2527	5447.824296
2528	5447.740832
2529	5441.140141
2530	5440.446288
2531	5439.141564
2532	5436.871496
2533	5433.97611
2534	5431.963298
2535	5431.8527
2536	5430.821864
2537	5430.684891
2538	5427.647334
2539	5427.542233
2540	5424.313392
2541	5422.409706
2542	5419.733975
2543	5417.5914
2544	5415.551514
2545	5415.307225
2546	5413.403468
2547	5409.33394
2548	5406.799062
2549	5406.708293
2550	5405.916517
2551	5405.702526
2552	5405.308814
2553	5402.845386
2554	5400.89222
2555	5400.47123
2556	5397.071264
2557	5395.592703
2558	5391.675719
2559	5391.625696
2560	5391.538979
2561	5391.335556
2562	5387.949483
2563	5387.049155
2564	5384.446052
2565	5381.508054
2566	5380.606424
2567	5380.360786
2568	5380.018927
2569	5379.038078
2570	5378.926327
2571	5378.729814
2572	5374.421047
2573	5374.36741
2574	5371.790554
2575	5369.656365
2576	5366.669883
2577	5365.945613
2578	5363.746115
2579	5363.704282
2580	5363.518597
2581	5362.278764
2582	5360.893491
2583	5359.006125
2584	5356.501792
2585	5354.582275
2586	5353.584936
2587	5350.741998
2588	5350.077187
2589	5349.951847
2590	5348.045223
2591	5346.584015
2592	5342.997671
2593	5342.619481
2594	5342.567063
2595	5342.340951
2596	5337.021181
2597	5333.986602
2598	5333.81152
2599	5333.635784
2600	5330.148722
2601	5330.021264
2602	5329.030542
2603	5326.082011
2604	5324.973638
2605	5324.902139
2606	5321.572755
2607	5318.455295
2608	5315.379315
2609	5309.927238
2610	5307.51638
2611	5304.977317
2612	5304.819458
2613	5300.361372
2614	5296.817161
2615	5294.391949
2616	5293.700766
2617	5292.759871
2618	5290.751935
2619	5289.50537
2620	5288.459341
2621	5287.467002
2622	5284.075445
2623	5281.239686
2624	5278.788615
2625	5278.706452
2626	5274.289417
2627	5274.223914
2628	5272.848313
2629	5271.777228
2630	5269.268013
2631	5267.185868
2632	5262.854826
2633	5261.10325
2634	5258.063398
2635	5256.991548
2636	5255.282228
2637	5253.050706
2638	5250.617814
2639	5249.921624
2640	5245.902417
2641	5241.203844
2642	5240.74246
2643	5239.42719
2644	5238.36838
2645	5236.683887
2646	5236.630202
2647	5234.393272
2648	5234.189619
2649	5231.856576
2650	5231.783255
2651	5229.849246
2652	5227.924974
2653	5226.357627
2654	5226.214764
2655	5225.091872
2656	5225.006972
2657	5220.596749
2658	5220.35992
2659	5220.070807
2660	5219.141603
2661	5218.13374
2662	5215.088079
2663	5212.057426
2664	5207.836735
2665	5206.802326
2666	5204.539956
2667	5201.442824
2668	5199.248348
2669	5198.06879
2670	5194.356142
2671	5193.832453
2672	5189.379269
2673	5189.310375
2674	5185.144855
2675	5183.228628
2676	5182.394878
2677	5179.520298
2678	5177.045091
2679	5173.633931
2680	5172.675062
2681	5168.415593
2682	5165.906104
2683	5164.394983
2684	5159.533223
2685	5156.459169
2686	5155.81379
2687	5153.620445
2688	5153.409217
2689	5152.419775
2690	5149.221302
2691	5149.189589
2692	5146.690809
2693	5143.845108
2694	5142.764804
2695	5139.598927
2696	5139.496077
2697	5136.885022
2698	5134.059633
2699	5131.989435
2700	5130.138205
2701	5127.395615
2702	5126.733431
2703	5123.45642
2704	5121.217343
2705	5121.049969
2706	5118.795973
2707	5114.076369
2708	5111.306263
2709	5108.640545
2710	5107.01473
2711	5101.794895
2712	5097.688332
2713	5097.616995
2714	5095.901377
2715	5093.003141
2716	5092.847616
2717	5090.890012
2718	5089.952637
2719	5085.084561
2720	5081.509543
2721	5081.170371
2722	5080.969536
2723	5075.907328
2724	5074.777184
2725	5071.784581
2726	5070.92378
2727	5069.433223
2728	5068.148633
2729	5066.97388
2730	5066.843705
2731	5065.394339
2732	5063.989841
2733	5062.835779
2734	5061.71269
2735	5060.816501
2736	5058.978113
2737	5057.752206
2738	5056.622112
2739	5054.786551
2740	5053.73857
2741	5050.743945
2742	5048.207849
2743	5045.857168
2744	5043.669386
2745	5042.505802
2746	5042.128069
2747	5041.152481
2748	5040.689048
2749	5040.648383
2750	5038.282912
2751	5037.62643
2752	5034.680904
2753	5028.981081
2754	5027.099508
2755	5024.379809
2756	5022.753072
2757	5020.357619
2758	5020.264042
2759	5018.249027
2760	5017.516537
2761	5013.717992
2762	5012.702464
2763	5010.050932
2764	5009.999156
2765	5009.444716
2766	5008.139116
2767	5006.004931
2768	5004.432984
2769	5001.429635
2770	5000.930743
2771	5000.656577
2772	5000.351957
2773	4999.963661
2774	4997.485538
2775	4997.32586
2776	4995.464948
2777	4989.135584
2778	4987.576448
2779	4986.119107
2780	4984.051503
2781	4982.874834
2782	4980.25221
2783	4977.808017
2784	4975.08354
2785	4972.700214
2786	4972.481453
2787	4969.474237
2788	4969.348298
2789	4968.147908
2790	4967.491579
2791	4965.459279
2792	4962.352656
2793	4960.254412
2794	4958.641165
2795	4957.203834
2796	4956.994158
2797	4956.911183
2798	4956.082552
2799	4954.371644
2800	4949.983523
2801	4945.373831
2802	4945.18338
2803	4944.595027
2804	4944.511537
2805	4942.307598
2806	4940.648119
2807	4939.967399
2808	4937.735265
2809	4936.808022
2810	4934.578118
2811	4933.482052
2812	4932.022979
2813	4929.837357
2814	4927.527314
2815	4927.467978
2816	4925.833329
2817	4924.310313
2818	4923.072037
2819	4920.8202
2820	4918.034571
2821	4915.926932
2822	4909.555895
2823	4908.052662
2824	4907.488013
2825	4906.106063
2826	4903.622307
2827	4901.939396
2828	4898.401903
2829	4896.979668
2830	4896.939656
2831	4894.237913
2832	4894.200174
2833	4892.961957
2834	4891.136584
2835	4889.236152
2836	4889.062026
2837	4886.433954
2838	4884.012839
2839	4881.829085
2840	4881.75929
2841	4881.509572
2842	4880.528629
2843	4879.669151
2844	4877.664739
2845	4877.289503
2846	4875.133939
2847	4874.450601
2848	4874.234475
2849	4873.802583
2850	4869.687468
2851	4867.413629
2852	4867.343534
2853	4866.901885
2854	4866.133387
2855	4864.398475
2856	4862.355706
2857	4860.97256
2858	4857.141337
2859	4857.040715
2860	4856.97169
2861	4855.910539
2862	4852.597526
2863	4848.954714
2864	4846.129359
2865	4845.239445
2866	4843.943023
2867	4840.601074
2868	4838.29052
2869	4836.023322
2870	4834.430019
2871	4832.698257
2872	4832.630595
2873	4830.56676
2874	4827.789004
2875	4825.252377
2876	4822.759287
2877	4821.770969
2878	4817.202834
2879	4816.711787
2880	4816.033467
2881	4815.28362
2882	4809.646761
2883	4807.714672
2884	4807.652885
2885	4806.68433
2886	4805.26703
2887	4803.869215
2888	4802.878332
2889	4800.865914
2890	4799.804549
2891	4799.092781
2892	4798.09948
2893	4796.780833
2894	4795.753438
2895	4795.455133
2896	4794.928965
2897	4794.694785
2898	4792.763538
2899	4792.138736
2900	4792.040099
2901	4791.006239
2902	4789.43608
2903	4789.349685
2904	4786.789973
2905	4785.334391
2906	4782.474632
2907	4781.022524
2908	4779.423142
2909	4778.815129
2910	4776.479181
2911	4774.115605
2912	4771.217446
2913	4769.76224
2914	4766.441518
2915	4765.287033
2916	4764.744024
2917	4762.287268
2918	4759.37413
2919	4757.521726
2920	4754.267377
2921	4750.03336
2922	4747.054112
2923	4746.880648
2924	4746.740815
2925	4745.305319
2926	4743.376002
2927	4742.720454
2928	4742.388319
2929	4741.636193
2930	4739.454056
2931	4736.72933
2932	4736.670804
2933	4736.304528
2934	4734.781609
2935	4732.953962
2936	4732.077482
2937	4730.458934
2938	4728.455203
2939	4724.974042
2940	4723.29429
2941	4723.157423
2942	4721.50813
2943	4720.759532
2944	4718.296791
2945	4714.164501
2946	4713.416359
2947	4710.462419
2948	4709.203116
2949	4708.839659
2950	4707.146579
2951	4705.361051
2952	4704.879068
2953	4703.401612
2954	4699.318977
2955	4697.341482
2956	4693.923388
2957	4690.651867
2958	4689.477545
2959	4687.454408
2960	4687.11737
2961	4685.315478
2962	4682.81611
2963	4681.122798
2964	4681.101526
2965	4677.123496
2966	4673.341785
2967	4670.700046
2968	4667.973246
2969	4664.585041
2970	4663.675676
2971	4661.886865
2972	4660.756314
2973	4660.060069
2974	4657.797532
2975	4656.673281
2976	4655.157457
2977	4654.562324
2978	4653.340509
2979	4652.614754
2980	4650.350767
2981	4649.562165
2982	4646.961891
2983	4645.967433
2984	4644.974993
2985	4643.999512
2986	4639.592563
2987	4638.825284
2988	4638.120092
2989	4637.445146
2990	4635.726303
2991	4633.806258
2992	4632.40391
2993	4630.295259
2994	4628.462913
2995	4624.075625
2996	4621.612427
2997	4621.138511
2998	4619.268601
2999	4618.827638
3000	4616.041836
3001	4613.787177
3002	4609.284125
3003	4606.316851
3004	4605.042842
3005	4602.782366
3006	4599.918475
3007	4599.00242
3008	4596.338743
3009	4594.774077
3010	4592.562742
3011	4590.135989
3012	4587.091263
3013	4584.327862
3014	4584.195567
3015	4584.026922
3016	4581.285172
3017	4580.041263
3018	4579.326517
3019	4577.548857
3020	4575.303946
3021	4575.258475
3022	4574.061773
3023	4573.408634
3024	4572.803399
3025	4570.197946
3026	4568.688115
3027	4565.581809
3028	4564.430817
3029	4562.476862
3030	4562.16218
3031	4561.94296
3032	4561.715367
3033	4560.87078
3034	4559.133186
3035	4556.964574
3036	4556.741435
3037	4556.615866
3038	4551.570685
3039	4548.795918
3040	4546.141131
3041	4543.202692
3042	4541.140991
3043	4538.842654
3044	4538.244037
3045	4537.337561
3046	4537.167001
3047	4536.825073
3048	4536.739153
3049	4534.768354
3050	4532.145549
3051	4530.581966
3052	4530.368999
3053	4530.237592
3054	4527.421492
3055	4525.826971
3056	4524.731475
3057	4524.650505
3058	4523.078589
3059	4520.313818
3060	4519.942922
3061	4516.864231
3062	4515.366887
3063	4514.026087
3064	4513.99939
3065	4511.673342
3066	4510.473355
3067	4508.37555
3068	4507.761852
3069	4506.685709
3070	4505.517794
3071	4504.197089
3072	4502.244068
3073	4496.351345
3074	4493.942904
3075	4493.78507
3076	4492.747424
3077	4492.229897
3078	4491.806857
3079	4488.349763
3080	4488.250688
3081	4487.139917
3082	4486.578373
3083	4485.071676
3084	4482.851525
3085	4480.979899
3086	4479.832657
3087	4476.09126
3088	4473.932977
3089	4470.206556
3090	4469.164594
3091	4465.48566
3092	4463.667826
3093	4462.300144
3094	4458.852929
3095	4457.764869
3096	4456.235766
3097	4453.429116
3098	4450.562826
3099	4449.652864
3100	4448.599944
3101	4447.454427
3102	4446.18236
3103	4442.760264
3104	4441.503812
3105	4438.741134
3106	4436.347972
3107	4435.560387
3108	4434.08099
3109	4432.171942
3110	4431.718369
3111	4431.521814
3112	4431.183635
3113	4429.092923
3114	4427.904473
3115	4427.580701
3116	4425.52201
3117	4425.502046
3118	4424.589136
3119	4423.715788
3120	4421.450288
3121	4421.284297
3122	4420.466998
3123	4419.160356
3124	4417.369258
3125	4415.969718
3126	4415.889911
3127	4415.754518
3128	4411.324423
3129	4409.295832
3130	4409.244798
3131	4408.347166
3132	4408.27174
3133	4405.701241
3134	4402.613971
3135	4402.04407
3136	4399.683493
3137	4399.631494
3138	4396.877378
3139	4395.361093
3140	4394.330729
3141	4391.086562
3142	4388.091578
3143	4386.428132
3144	4384.482908
3145	4381.397942
3146	4378.958903
3147	4377.293622
3148	4376.886305
3149	4375.811997
3150	4374.961931
3151	4374.137535
3152	4374.115999
3153	4373.663303
3154	4372.118313
3155	4370.794906
3156	4368.591396
3157	4368.515641
3158	4368.313022
3159	4367.197372
3160	4366.447067
3161	4366.427265
3162	4364.488881
3163	4363.817984
3164	4362.905359
3165	4359.213412
3166	4357.377835
3167	4355.174205
3168	4352.811273
3169	4351.668504
3170	4349.248001
3171	4347.9923
3172	4346.841718
3173	4345.34778
3174	4343.532596
3175	4343.337845
3176	4341.068452
3177	4338.775541
3178	4337.945154
3179	4337.868034
3180	4336.848676
3181	4336.309393
3182	4334.651737
3183	4331.700686
3184	4329.720619
3185	4327.820151
3186	4325.673045
3187	4324.860306
3188	4322.698492
3189	4320.973625
3190	4319.807261
3191	4318.807642
3192	4317.666572
3193	4317.182769
3194	4314.452483
3195	4312.789707
3196	4308.613112
3197	4304.136834
3198	4302.164793
3199	4299.516993
3200	4299.44601
3201	4297.758971
3202	4295.453766
3203	4295.103753
3204	4293.80472
3205	4292.868685
3206	4291.938683
3207	4291.43183
3208	4291.228942
3209	4289.734442
3210	4288.667748
3211	4286.712389
3212	4286.413904
3213	4284.125168
3214	4282.909535
3215	4280.745228
