iter	Passed	Remaining
1668	27675	38791
1669	27690	38772
1670	27705	38753
1671	27716	38729
1672	27731	38710
1673	27745	38691
1674	27763	38675
1675	27778	38657
1676	27791	38635
1677	27803	38612
1678	27817	38592
1679	27831	38571
1680	27845	38551
1681	27860	38532
1682	27873	38510
1683	27887	38490
1684	27900	38469
1685	27913	38447
1686	27925	38424
1687	27942	38408
1688	27958	38391
1689	27971	38369
1690	27984	38347
1691	27996	38324
1692	28007	38300
1693	28021	38280
1694	28033	38257
1695	28050	38241
1696	28065	38222
1697	28078	38200
1698	28089	38176
1699	28102	38155
1700	28117	38136
1701	28131	38116
1702	28146	38097
1703	28160	38077
1704	28173	38056
1705	28187	38036
1706	28201	38015
1707	28213	37994
1708	28225	37971
1709	28237	37947
1710	28249	37925
1711	28263	37905
1712	28278	37886
1713	28290	37864
1714	28303	37842
1715	28319	37825
1716	28332	37804
1717	28347	37785
1718	28361	37765
1719	28375	37746
1720	28388	37724
1721	28402	37704
1722	28419	37688
1723	28432	37667
1724	28444	37644
1725	28455	37621
1726	28472	37605
1727	28484	37582
1728	28496	37559
1729	28511	37541
1730	28523	37518
1731	28545	37509
1732	28557	37486
1733	28571	37466
1734	28582	37443
1735	28595	37421
1736	28609	37402
1737	28624	37383
1738	28637	37362
1739	28650	37341
1740	28663	37320
1741	28676	37299
1742	28690	37280
1743	28704	37259
1744	28717	37239
1745	28732	37220
1746	28746	37200
1747	28765	37187
1748	28788	37179
1749	28804	37162
1750	28819	37142
1751	28833	37123
1752	28846	37102
1753	28859	37081
1754	28872	37060
1755	28886	37040
1756	28898	37018
1757	28914	37001
1758	28927	36980
1759	28942	36961
1760	28958	36944
1761	28972	36924
1762	28984	36903
1763	28999	36884
1764	29013	36864
1765	29028	36846
1766	29043	36827
1767	29056	36807
1768	29069	36786
1769	29082	36765
1770	29096	36745
1771	29108	36723
1772	29121	36702
1773	29135	36682
1774	29148	36662
1775	29163	36644
1776	29176	36623
1777	29191	36604
1778	29205	36584
1779	29218	36563
1780	29229	36541
1781	29245	36523
1782	29258	36503
1783	29270	36480
1784	29281	36458
1785	29293	36436
1786	29307	36416
1787	29322	36397
1788	29336	36378
1789	29349	36358
1790	29364	36339
1791	29378	36319
1792	29393	36301
1793	29404	36278
1794	29418	36259
1795	29432	36240
1796	29447	36221
1797	29464	36205
1798	29481	36189
1799	29495	36170
1800	29517	36160
1801	29538	36150
1802	29553	36132
1803	29569	36115
1804	29586	36099
1805	29600	36079
1806	29614	36060
1807	29628	36041
1808	29642	36021
1809	29656	36002
1810	29672	35984
1811	29688	35967
1812	29703	35950
1813	29721	35935
1814	29735	35916
1815	29749	35896
1816	29764	35878
1817	29777	35857
1818	29794	35842
1819	29805	35819
1820	29821	35801
1821	29836	35783
1822	29849	35763
1823	29863	35744
1824	29877	35724
1825	29891	35705
1826	29903	35684
1827	29920	35668
1828	29935	35650
1829	29950	35631
1830	29963	35611
1831	29975	35589
1832	29987	35567
1833	30003	35551
1834	30018	35532
1835	30032	35514
1836	30045	35493
1837	30059	35474
1838	30072	35453
1839	30085	35433
1840	30096	35410
1841	30110	35391
1842	30125	35373
1843	30138	35352
1844	30154	35335
1845	30165	35313
1846	30179	35294
1847	30197	35279
1848	30209	35258
1849	30222	35237
1850	30233	35214
1851	30249	35197
1852	30268	35184
1853	30282	35166
1854	30294	35143
1855	30307	35123
1856	30322	35106
1857	30337	35087
1858	30350	35068
1859	30367	35051
1860	30379	35030
1861	30395	35013
1862	30410	34995
1863	30422	34974
1864	30436	34955
1865	30449	34935
1866	30460	34913
1867	30474	34893
1868	30495	34881
1869	30511	34865
1870	30529	34851
1871	30544	34833
1872	30558	34814
1873	30576	34799
1874	30591	34781
1875	30607	34765
1876	30622	34746
1877	30634	34725
1878	30649	34707
1879	30662	34687
1880	30678	34671
1881	30694	34653
1882	30707	34633
1883	30721	34615
1884	30738	34599
1885	30753	34581
1886	30766	34561
1887	30780	34542
1888	30801	34530
1889	30815	34512
1890	30833	34497
1891	30848	34480
1892	30860	34458
1893	30875	34441
1894	30896	34428
1895	30908	34408
1896	30921	34387
1897	30933	34367
1898	30947	34347
1899	30962	34329
1900	30975	34309
1901	30992	34294
1902	31011	34281
1903	31025	34261
1904	31038	34241
1905	31051	34221
1906	31065	34202
1907	31086	34191
1908	31101	34173
1909	31114	34154
1910	31126	34132
1911	31137	34110
1912	31148	34088
1913	31161	34069
1914	31174	34048
1915	31186	34027
1916	31199	34007
1917	31212	33987
1918	31223	33965
1919	31237	33946
1920	31250	33926
1921	31264	33907
1922	31280	33890
1923	31293	33871
1924	31306	33851
1925	31320	33832
1926	31334	33814
1927	31349	33796
1928	31361	33775
1929	31381	33762
1930	31393	33741
1931	31405	33720
1932	31419	33702
1933	31437	33687
1934	31452	33669
1935	31466	33651
1936	31483	33635
1937	31498	33618
1938	31513	33600
1939	31525	33579
1940	31537	33558
1941	31551	33540
1942	31564	33520
1943	31579	33502
1944	31591	33481
1945	31604	33461
1946	31617	33442
1947	31631	33423
1948	31646	33405
1949	31660	33386
1950	31675	33369
1951	31688	33349
1952	31699	33327
1953	31712	33308
1954	31726	33288
1955	31739	33269
1956	31752	33249
1957	31765	33230
1958	31780	33212
1959	31793	33193
1960	31804	33171
1961	31818	33152
1962	31829	33130
1963	31843	33111
1964	31857	33093
1965	31871	33074
1966	31884	33055
1967	31897	33035
1968	31911	33017
1969	31924	32997
1970	31938	32978
1971	31952	32960
1972	31964	32939
1973	31976	32918
1974	31989	32899
1975	32004	32882
1976	32016	32861
1977	32030	32843
1978	32030	32843
1979	32047	32811
1980	32061	32792
1981	32075	32773
1982	32086	32751
1983	32099	32733
1984	32113	32714
1985	32124	32692
1986	32137	32673
1987	32150	32653
1988	32163	32633
1989	32177	32615
1990	32191	32597
1991	32205	32578
1992	32218	32558
1993	32232	32540
1994	32245	32521
1995	32262	32506
1996	32274	32485
1997	32288	32466
1998	32300	32446
1999	32315	32429
2000	32329	32410
2001	32343	32391
2002	32354	32370
2003	32368	32351
2004	32382	32333
2005	32396	32315
2006	32408	32295
2007	32422	32276
2008	32435	32257
2009	33260	33044
2010	33272	33023
2011	33283	33001
2012	33297	32982
2013	33309	32960
2014	33322	32940
2015	33335	32920
2016	33349	32901
2017	33362	32881
2018	33375	32861
2019	33389	32842
2020	33400	32820
2021	33414	32800
2022	33427	32780
2023	33439	32760
2024	33451	32739
2025	33464	32718
2026	33475	32696
2027	33488	32677
2028	33501	32656
2029	33512	32634
2030	33524	32613
2031	33536	32592
2032	33552	32574
2033	33565	32554
2034	33577	32534
2035	33591	32515
2036	33605	32495
2037	33624	32482
2038	33641	32465
2039	33657	32448
2040	33673	32432
2041	33688	32413
2042	33704	32397
2043	33719	32378
2044	33734	32360
2045	33751	32344
2046	33766	32326
2047	33780	32307
2048	33793	32287
2049	33811	32272
2050	33824	32252
2051	33838	32233
2052	33855	32217
2053	33870	32199
2054	33887	32183
2055	33902	32165
2056	33917	32147
2057	33930	32127
2058	33946	32109
2059	33959	32090
2060	33973	32070
2061	33985	32050
2062	33998	32030
2063	34013	32012
2064	34026	31993
2065	34043	31977
2066	34058	31958
2067	34070	31938
2068	34086	31920
2069	34100	31901
2070	34113	31881
2071	34125	31861
2072	34139	31842
2073	34150	31821
2074	34164	31802
2075	34177	31781
2076	34190	31762
2077	34203	31742
2078	34216	31722
2079	34231	31705
2080	34251	31692
2081	34265	31673
2082	34277	31652
2083	34289	31631
2084	34303	31612
2085	34316	31593
2086	34327	31571
2087	34341	31552
2088	34354	31532
2089	34366	31512
2090	34381	31494
2091	34396	31476
2092	34409	31456
2093	34423	31438
2094	34442	31423
2095	34456	31405
2096	34470	31385
2097	34484	31367
2098	34495	31346
2099	34504	31322
2100	34514	31300
2101	34528	31281
2102	34540	31261
2103	34552	31240
2104	34566	31221
2105	34578	31201
2106	34594	31184
2107	34608	31165
2108	34621	31146
2109	34634	31126
2110	34653	31112
2111	34668	31094
2112	34682	31076
2113	34695	31056
2114	34712	31040
2115	34726	31021
2116	34738	31001
2117	34751	30981
2118	34763	30961
2119	34777	30942
2120	34790	30923
2121	34804	30904
2122	34817	30884
2123	34833	30867
2124	34846	30848
2125	34860	30829
2126	34873	30810
2127	34887	30792
2128	34902	30773
2129	34916	30755
2130	34930	30736
2131	34945	30718
2132	34959	30700
2133	34970	30679
2134	34984	30660
2135	34996	30640
2136	35008	30620
2137	35021	30600
2138	35034	30581
2139	35048	30562
2140	35062	30543
2141	35080	30528
2142	35095	30511
2143	35109	30492
2144	35121	30472
2145	35135	30454
2146	35147	30433
2147	35158	30412
2148	35170	30392
2149	35181	30371
2150	35193	30350
2151	35210	30335
2152	35224	30316
2153	35239	30298
2154	35251	30278
2155	35262	30257
2156	35274	30237
2157	35289	30219
2158	35302	30200
2159	35316	30182
2160	35330	30164
2161	35343	30144
2162	35357	30126
2163	35372	30108
2164	35384	30088
2165	35395	30067
2166	35410	30049
2167	35424	30031
2168	35442	30016
2169	35455	29997
2170	35471	29980
2171	35487	29963
2172	35499	29943
2173	35516	29927
2174	35538	29915
2175	35551	29897
2176	35566	29879
2177	35579	29860
2178	35594	29842
2179	35607	29823
2180	35607	29823
2181	35621	29788
2182	35636	29771
2183	35652	29754
2184	35670	29739
2185	35686	29722
2186	35703	29706
2187	35723	29693
2188	35738	29675
2189	35753	29658
2190	36571	30305
2191	36583	30285
2192	36598	30267
2193	36613	30248
2194	36628	30230
2195	36640	30210
2196	36654	30191
2197	36666	30170
2198	36681	30152
2199	36698	30135
2200	36713	30117
2201	36730	30101
2202	36744	30082
2203	36758	30063
2204	36771	30042
2205	36785	30024
2206	36797	30003
2207	36824	29994
2208	36839	29976
2209	36852	29957
2210	36867	29939
2211	36880	29919
2212	36895	29900
2213	36909	29882
2214	36926	29865
2215	36939	29846
2216	36954	29827
2217	36967	29807
2218	36980	29788
2219	36993	29768
2220	37005	29748
2221	37016	29727
2222	37028	29706
2223	37041	29686
2224	37052	29665
2225	37063	29644
2226	37075	29623
2227	37087	29603
2228	37099	29582
2229	37115	29565
2230	37115	29565
2231	37127	29527
2232	37138	29507
2233	37149	29486
2234	37160	29464
2235	37174	29445
2236	37187	29426
2237	37201	29407
2238	37212	29385
2239	37227	29367
2240	37238	29347
2241	37251	29327
2242	37266	29309
2243	37280	29290
2244	37293	29271
2245	37308	29253
2246	37322	29233
2247	37336	29215
2248	37349	29196
2249	37363	29177
2250	38182	29786
2251	38197	29768
2252	38211	29748
2253	38225	29729
2254	38238	29708
2255	38252	29689
2256	38265	29669
2257	38278	29649
2258	38295	29632
2259	38311	29614
2260	38322	29592
2261	38336	29573
2262	38350	29554
2263	38362	29533
2264	38373	29511
2265	38385	29491
2266	38399	29471
2267	38413	29452
2268	38426	29431
2269	38438	29411
2270	38453	29392
2271	38467	29373
2272	38479	29352
2273	38494	29334
2274	38510	29315
2275	38524	29297
2276	38541	29280
2277	38541	29280
2278	38552	29241
2279	38566	29222
2280	38579	29202
2281	38596	29185
2282	38610	29165
2283	38624	29146
2284	38635	29125
2285	38647	29104
2286	38660	29084
2287	38674	29065
2288	39491	29648
2289	39504	29628
2290	39516	29606
2291	39531	29588
2292	39546	29568
2293	39558	29547
2294	39572	29527
2295	39587	29509
2296	39601	29488
2297	39617	29470
2298	39631	29450
2299	39646	29431
2300	39659	29411
2301	39675	29393
2302	39687	29371
2303	39700	29351
2304	39712	29330
2305	39727	29310
2306	39739	29290
2307	39753	29270
2308	39768	29251
2309	39787	29235
2310	39799	29214
2311	39814	29194
2312	39826	29173
2313	39840	29154
2314	39854	29134
2315	39867	29114
2316	39882	29094
2317	39895	29074
2318	39917	29060
2319	39932	29041
2320	39945	29021
2321	39960	29002
2322	39972	28981
2323	39985	28961
2324	40000	28941
2325	40013	28921
2326	40025	28900
2327	40040	28881
2328	40055	28862
2329	40072	28845
2330	40086	28825
2331	40100	28806
2332	40115	28786
2333	40131	28769
2334	40146	28750
2335	40159	28729
2336	40173	28710
2337	40188	28691
2338	40200	28670
2339	40215	28651
2340	40229	28631
2341	40242	28611
2342	40257	28592
2343	40270	28572
2344	40284	28552
2345	40295	28531
2346	40309	28511
2347	40324	28492
2348	40337	28472
2349	40349	28451
2350	40364	28432
2351	40378	28413
2352	40392	28393
2353	40404	28372
2354	40421	28355
2355	40434	28335
2356	40449	28316
2357	40466	28298
2358	40480	28279
2359	40493	28259
2360	40506	28239
2361	40520	28219
2362	40535	28200
2363	40549	28181
2364	40564	28162
2365	40580	28144
2366	40594	28125
2367	40608	28105
2368	40618	28083
2369	40630	28062
2370	40644	28043
2371	40658	28023
2372	40672	28003
2373	40685	27984
2374	40696	27962
2375	40710	27943
2376	40724	27923
2377	40737	27903
2378	40754	27886
2379	40768	27867
2380	40782	27847
2381	40796	27828
2382	40810	27809
2383	40825	27790
2384	40840	27771
2385	40855	27752
2386	40870	27733
2387	40884	27714
2388	40897	27694
2389	40910	27674
2390	40927	27657
2391	40942	27639
2392	40957	27620
2393	40972	27601
2394	40986	27581
2395	40999	27562
2396	41011	27541
2397	41024	27521
2398	41037	27501
2399	41052	27482
2400	41066	27463
2401	41079	27443
2402	41092	27423
2403	41106	27404
2404	41122	27386
2405	41136	27367
2406	41136	27367
2407	41958	27867
2408	41970	27846
2409	41989	27829
2410	42006	27812
2411	42022	27793
2412	42037	27774
2413	42049	27753
2414	42063	27733
2415	42079	27714
2416	42092	27694
2417	42111	27677
2418	42125	27657
2419	42138	27637
2420	42153	27618
2421	42153	27618
2422	42166	27580
2423	42987	28088
2424	43004	28069
2425	43019	28050
2426	43038	28033
2427	43051	28012
2428	43068	27993
2429	43088	27977
2430	43100	27955
2431	43117	27937
2432	43131	27916
2433	43147	27897
2434	43167	27881
2435	43184	27863
2436	43199	27843
2437	43211	27822
2438	43226	27802
2439	43243	27784
2440	43260	27766
2441	43274	27745
2442	43289	27726
2443	43306	27707
2444	43322	27688
2445	43338	27669
2446	43353	27650
2447	43372	27632
2448	43390	27615
2449	43407	27597
2450	43422	27577
2451	43437	27557
2452	43451	27537
2453	43466	27518
2454	43485	27500
2455	43499	27480
2456	43513	27460
2457	43526	27439
2458	43537	27417
2459	43551	27397
2460	43564	27376
2461	43580	27358
2462	43594	27337
2463	43610	27318
2464	43624	27298
2465	43640	27279
2466	43654	27259
2467	44474	27742
2468	44489	27722
2469	44506	27703
2470	44518	27681
2471	44535	27662
2472	44550	27642
2473	44569	27624
2474	44585	27605
2475	44601	27586
2476	44613	27564
2477	44630	27545
2478	44642	27523
2479	44652	27501
2480	44665	27479
2481	44682	27460
2482	44695	27439
2483	44708	27418
2484	44725	27399
2485	44738	27378
2486	44750	27356
2487	44765	27336
2488	44780	27316
2489	44795	27296
2490	44807	27274
2491	44824	27256
2492	44838	27235
2493	44853	27215
2494	44873	27198
2495	44886	27177
2496	44899	27156
2497	44917	27138
2498	44932	27118
2499	44944	27096
2500	44958	27076
2501	44970	27054
2502	44984	27034
2503	44998	27013
2504	45013	26993
2505	45028	26973
2506	45042	26953
2507	45053	26931
2508	45067	26910
2509	45081	26890
2510	45096	26870
2511	45110	26849
2512	45124	26829
2513	45138	26808
2514	45152	26788
2515	45166	26768
2516	45179	26746
2517	45191	26725
2518	45206	26705
2519	45222	26686
2520	45235	26665
2521	45251	26645
2522	45263	26624
2523	45280	26605
2524	45296	26586
2525	45310	26566
2526	45325	26546
2527	45341	26527
2528	45358	26508
2529	45369	26486
2530	45380	26464
2531	45395	26444
2532	45410	26424
2533	45429	26407
2534	45442	26386
2535	45456	26366
2536	45474	26347
2537	45493	26330
2538	45507	26310
2539	45521	26290
2540	45536	26270
2541	45551	26250
2542	45567	26231
2543	45584	26213
2544	45603	26195
2545	45620	26177
2546	45635	26156
2547	45651	26138
2548	45667	26118
2549	45682	26099
2550	45699	26080
2551	45716	26062
2552	45730	26041
2553	45745	26022
2554	45760	26002
2555	45776	25983
2556	45788	25961
2557	45803	25941
2558	45819	25923
2559	45835	25903
2560	45858	25888
2561	45872	25868
2562	45884	25847
2563	45899	25827
2564	45918	25810
2565	45932	25789
2566	45947	25770
2567	45962	25750
2568	45975	25729
2569	45992	25711
2570	46004	25690
2571	46017	25669
2572	46032	25649
2573	46045	25628
2574	46060	25609
2575	46077	25590
2576	46093	25571
2577	46111	25553
2578	46126	25533
2579	46141	25514
2580	46155	25494
2581	46171	25475
2582	46188	25456
2583	46202	25436
2584	46219	25417
2585	46234	25398
2586	46253	25381
2587	46266	25360
2588	46280	25340
2589	46294	25320
2590	46309	25300
2591	46324	25281
2592	46337	25260
2593	46353	25241
2594	46368	25221
2595	46383	25201
2596	46395	25180
2597	46407	25159
2598	46423	25140
2599	46438	25121
2600	46459	25104
2601	46473	25085
2602	46488	25065
2603	46502	25045
2604	46518	25026
2605	46532	25006
2606	46546	24986
2607	46558	24964
2608	46569	24943
2609	46583	24923
2610	46597	24903
2611	46614	24885
2612	46631	24866
2613	46648	24848
2614	46663	24828
2615	46678	24808
2616	46690	24787
2617	46705	24768
2618	46721	24749
2619	46734	24729
2620	46747	24708
2621	46760	24687
2622	46772	24666
2623	46783	24645
2624	46796	24625
2625	46812	24606
2626	46838	24592
2627	46851	24572
2628	46865	24552
2629	46880	24532
2630	46895	24513
2631	46910	24493
2632	46924	24473
2633	46937	24453
2634	46949	24432
2635	46965	24413
2636	46977	24392
2637	46991	24372
2638	47003	24351
2639	47018	24332
2640	47031	24311
2641	47047	24292
2642	47061	24273
2643	47076	24253
2644	47089	24233
2645	47107	24215
2646	47119	24194
2647	47134	24175
2648	47149	24155
2649	47163	24135
2650	47177	24115
2651	47189	24095
2652	47204	24076
2653	47219	24056
2654	47232	24036
2655	47249	24017
2656	47263	23997
2657	47275	23977
2658	47289	23957
2659	47303	23937
2660	47316	23917
2661	47330	23897
2662	47346	23878
2663	47359	23858
2664	47371	23837
2665	47384	23816
2666	47398	23797
2667	47411	23777
2668	47424	23756
2669	47436	23736
2670	47450	23716
2671	47467	23698
2672	47479	23677
2673	47490	23656
2674	47502	23635
2675	47515	23614
2676	47529	23595
2677	47543	23575
2678	47556	23555
2679	47572	23536
2680	47587	23517
2681	47601	23497
2682	47614	23477
2683	47628	23457
2684	47641	23437
2685	47660	23420
2686	47676	23401
2687	47691	23382
2688	47701	23360
2689	47715	23341
2690	47729	23321
2691	47741	23300
2692	47755	23280
2693	47766	23259
2694	47780	23240
2695	47795	23221
2696	47819	23206
2697	47831	23185
2698	47846	23166
2699	47864	23148
2700	47878	23129
2701	47894	23110
2702	47909	23091
2703	47923	23071
2704	47938	23052
2705	47951	23032
2706	47964	23012
2707	47976	22991
2708	47989	22971
2709	48001	22951
2710	48014	22930
2711	48027	22910
2712	48042	22891
2713	48058	22873
2714	48074	22854
2715	48088	22835
2716	48107	22817
2717	48123	22798
2718	48139	22780
2719	48151	22760
2720	48167	22741
2721	48184	22723
2722	48202	22705
2723	48214	22684
2724	48230	22666
2725	48242	22645
2726	48255	22625
2727	48270	22607
2728	48285	22587
2729	48305	22571
2730	48320	22551
2731	48333	22532
2732	48350	22513
2733	48361	22492
2734	48374	22472
2735	48388	22453
2736	48401	22433
2737	48414	22413
2738	48427	22393
2739	48442	22374
2740	48456	22355
2741	48468	22334
2742	48482	22315
2743	48495	22295
2744	48510	22276
2745	48524	22256
2746	48536	22236
2747	48551	22217
2748	48551	22217
2749	48566	22180
2750	48578	22160
2751	48595	22142
2752	48612	22123
2753	48626	22104
2754	48639	22084
2755	48654	22065
2756	48672	22047
2757	48683	22027
2758	48696	22007
2759	48711	21988
2760	48725	21968
2761	48738	21949
2762	48753	21930
2763	48766	21910
2764	48783	21892
2765	48797	21873
2766	48812	21853
2767	48826	21834
2768	48840	21814
2769	48853	21795
2770	48871	21777
2771	48885	21758
2772	48898	21738
2773	48912	21719
2774	49732	22057
2775	49745	22036
2776	49759	22017
2777	49773	21997
2778	49788	21978
2779	49801	21958
2780	49815	21938
2781	49828	21918
2782	49845	21899
2783	49859	21879
2784	49859	21879
2785	49875	21843
2786	49890	21823
2787	49906	21804
2788	49919	21784
2789	49929	21763
2790	49943	21743
2791	49957	21723
2792	49972	21704
2793	49986	21684
2794	50001	21665
2795	50013	21645
2796	50031	21627
2797	50045	21607
2798	50060	21587
2799	50074	21568
2800	50086	21547
2801	50098	21527
2802	50113	21507
2803	50128	21488
2804	50144	21469
2805	50159	21450
2806	50172	21430
2807	50186	21410
2808	50199	21391
2809	50212	21370
2810	50227	21351
2811	50242	21332
2812	51060	21653
2813	51073	21633
2814	51087	21613
2815	51099	21592
2816	51114	21572
2817	51126	21551
2818	51141	21532
2819	51155	21512
2820	51170	21492
2821	51182	21471
2822	51195	21451
2823	51207	21430
2824	51221	21410
2825	51236	21391
2826	51249	21370
2827	51263	21350
2828	51278	21330
2829	51291	21310
2830	51303	21289
2831	51315	21269
2832	51327	21248
2833	51340	21228
2834	51364	21212
2835	51377	21191
2836	51391	21171
2837	51403	21151
2838	51417	21131
2839	51431	21111
2840	51445	21091
2841	51462	21072
2842	51473	21051
2843	51487	21031
2844	51500	21011
2845	51514	20991
2846	51530	20972
2847	51542	20951
2848	51557	20932
2849	51572	20912
2850	51586	20892
2851	51600	20872
2852	51615	20853
2853	51629	20833
2854	51643	20813
2855	51658	20794
2856	51671	20774
2857	51684	20753
2858	51699	20734
2859	51712	20714
2860	51727	20694
2861	51741	20674
2862	51758	20656
2863	51771	20635
2864	51785	20616
2865	51799	20596
2866	51813	20576
2867	51824	20555
2868	51839	20536
2869	51855	20516
2870	51866	20496
2871	51880	20476
2872	51896	20457
2873	51909	20437
2874	51923	20417
2875	51941	20399
2876	51955	20379
2877	51969	20359
2878	51982	20339
2879	51994	20318
2880	52010	20299
2881	52022	20279
2882	52034	20258
2883	52049	20239
2884	52061	20218
2885	52077	20199
2886	52090	20179
2887	52108	20161
2888	52121	20141
2889	52137	20122
2890	52155	20104
2891	52169	20084
2892	52185	20065
2893	52198	20045
2894	52214	20026
2895	52228	20007
2896	52243	19987
2897	52255	19967
2898	52269	19947
2899	52284	19928
2900	52298	19908
2901	52314	19889
2902	52338	19873
2903	52353	19854
2904	52368	19835
2905	52382	19815
2906	52394	19795
2907	52411	19776
2908	52424	19756
2909	52439	19737
2910	52451	19716
2911	52465	19697
2912	52484	19679
2913	52499	19660
2914	52512	19640
2915	52525	19620
2916	52541	19601
2917	52554	19581
2918	52565	19560
2919	52578	19540
2920	52589	19519
2921	52601	19499
2922	52613	19479
2923	52628	19459
2924	52642	19440
2925	52654	19419
2926	52669	19400
2927	52683	19381
2928	52695	19361
2929	52710	19341
2930	52728	19323
2931	52743	19304
2932	52758	19285
2933	52770	19264
2934	52785	19245
2935	52799	19226
2936	52814	19206
2937	52830	19188
2938	52845	19168
2939	52862	19150
2940	52862	19150
2941	52876	19112
2942	52892	19093
2943	52907	19074
2944	52923	19056
2945	52934	19035
2946	52948	19015
2947	52963	18996
2948	52977	18977
2949	52991	18957
2950	53007	18939
2951	53021	18919
2952	53037	18900
2953	53049	18880
2954	53062	18860
2955	53075	18840
2956	53090	18821
2957	53103	18801
2958	53119	18783
2959	53131	18763
2960	53145	18743
2961	53963	19007
2962	53977	18987
2963	53990	18967
2964	54004	18947
2965	54018	18927
2966	54033	18908
2967	54045	18887
2968	54060	18867
2969	54073	18848
2970	54087	18828
2971	54100	18807
2972	54113	18787
2973	54128	18768
2974	54144	18749
2975	54157	18729
2976	54171	18709
2977	54184	18689
2978	54198	18669
2979	54211	18649
2980	54227	18630
2981	54241	18610
2982	54256	18591
2983	54271	18571
2984	54285	18552
2985	54300	18532
2986	54312	18512
2987	54325	18492
2988	54345	18474
2989	54359	18454
2990	54374	18435
2991	54387	18415
2992	54400	18395
2993	54414	18375
2994	54430	18356
2995	54442	18336
2996	54458	18317
2997	54474	18298
2998	54488	18278
2999	54503	18259
3000	54515	18238
3001	54531	18219
3002	54545	18200
3003	54558	18180
3004	54572	18160
3005	54591	18142
3006	54606	18123
3007	54622	18103
3008	54634	18083
3009	54648	18064
3010	54664	18045
3011	54677	18025
3012	54693	18006
3013	54711	17987
3014	54725	17968
3015	54738	17948
3016	54750	17927
3017	54768	17909
3018	54784	17890
3019	54800	17871
3020	54816	17852
3021	54827	17832
3022	54843	17813
3023	54859	17794
3024	54873	17774
3025	54887	17755
3026	54900	17735
3027	54911	17714
3028	54923	17694
3029	54938	17675
3030	54950	17654
3031	54963	17634
3032	54979	17616
3033	54993	17596
3034	54993	17596
3035	55007	17558
3036	55022	17539
3037	55036	17519
3038	55047	17499
3039	55061	17479
3040	55084	17463
3041	55097	17443
3042	55114	17424
3043	55930	17658
3044	55944	17638
3045	55957	17618
3046	55969	17597
3047	55982	17577
3048	55997	17557
3049	56011	17538
3050	56027	17518
3051	56040	17498
3052	56053	17478
3053	56067	17458
3054	56080	17438
3055	56094	17418
3056	56107	17398
3057	56121	17378
3058	56134	17358
3059	56146	17338
3060	56162	17319
3061	56176	17299
3062	56190	17279
3063	56206	17260
3064	56220	17240
3065	56232	17220
3066	56245	17200
3067	56260	17180
3068	56275	17161
3069	56289	17141
3070	56304	17121
3071	56317	17101
3072	56334	17082
3073	56348	17063
3074	56360	17042
3075	56371	17021
3076	56387	17002
3077	56401	16983
3078	56413	16962
3079	56429	16943
3080	56442	16923
3081	56458	16904
3082	56470	16884
3083	56487	16865
3084	56498	16844
3085	56513	16825
3086	56529	16806
3087	56542	16786
3088	56555	16765
3089	56568	16745
3090	56587	16727
3091	56599	16707
3092	56616	16688
3093	56631	16669
3094	56645	16649
3095	56662	16630
3096	56676	16611
3097	56688	16590
3098	56701	16570
3099	56715	16551
3100	56729	16531
3101	56741	16511
3102	56756	16491
3103	56770	16472
3104	56785	16452
3105	56798	16432
3106	56814	16413
3107	56825	16393
3108	56841	16374
3109	56862	16356
3110	56880	16338
3111	56895	16318
3112	56908	16298
3113	56923	16279
3114	56939	16260
3115	56953	16240
3116	56969	16221
3117	56986	16203
3118	57000	16183
3119	57013	16163
3120	57028	16144
3121	57040	16124
3122	57054	16104
3123	57068	16084
3124	57083	16065
3125	57100	16046
3126	57112	16026
3127	57125	16006
3128	57138	15987
3129	57151	15967
3130	57170	15949
3131	57185	15929
3132	57202	15910
3133	57213	15890
3134	57226	15870
3135	57240	15851
3136	57256	15832
3137	57267	15811
3138	57279	15791
3139	57295	15772
3140	57308	15752
3141	57318	15732
3142	57332	15712
3143	57342	15692
3144	57355	15672
3145	57375	15654
3146	57388	15634
3147	57405	15616
3148	57418	15596
3149	57432	15576
3150	57448	15557
3151	57463	15538
3152	57475	15518
3153	57488	15498
3154	57502	15479
3155	57516	15459
3156	57529	15440
3157	57542	15420
3158	57554	15400
3159	57568	15380
3160	57580	15360
3161	57595	15341
3162	57611	15322
3163	57611	15322
3164	57625	15284
3165	57637	15265
3166	57651	15245
3167	57665	15226
3168	57679	15206
3169	57693	15187
3170	57708	15168
3171	57723	15149
3172	57735	15129
3173	57752	15110
3174	57767	15091
3175	57783	15072
3176	57797	15052
3177	57811	15033
3178	57830	15015
3179	57843	14995
3180	57860	14977
3181	57872	14957
3182	57885	14937
3183	57897	14917
3184	58716	15105
3185	58730	15085
3186	58745	15066
3187	58761	15047
3188	58778	15028
3189	58792	15008
3190	58807	14989
3191	58821	14969
3192	58834	14949
3193	58850	14930
3194	58863	14910
3195	58876	14890
3196	58890	14870
3197	58902	14850
3198	58917	14831
3199	58931	14811
3200	58945	14791
3201	58956	14771
3202	58972	14752
3203	58988	14733
3204	59007	14714
3205	59021	14695
3206	59035	14675
3207	59047	14655
3208	59061	14635
3209	59076	14616
3210	59093	14597
3211	59108	14578
3212	59123	14558
3213	59138	14539
3214	59154	14520
3215	59167	14500
3216	59180	14480
3217	59192	14460
3218	59207	14441
3219	59223	14422
3220	59235	14402
3221	59249	14382
